"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RPS12",3.24153130307187e-126,0.346129566799272,0.984,0.99,6.71969439126798e-122
"C1orf122",3.89940435735332e-126,-0.88440066234084,0.141,0.336,8.08346523279344e-122
"RPL13",4.23007478930909e-126,0.337204852787763,0.994,0.996,8.76894503823773e-122
"GLDN",1.13840424627979e-125,3.95729631135068,0.13,0.014,2.359912002538e-121
"MT1G",2.7786268464551e-125,-3.87483298654617,0.016,0.118,5.76009345270143e-121
"IGHV1-24",3.18793648768296e-125,-10.206712084957,0,0.078,6.60859233896678e-121
"TAP1",3.63737177340248e-125,-0.561239834879547,0.091,0.267,7.54027168626334e-121
"GADD45B",6.01621520903715e-125,1.33579062111747,0.725,0.677,1.2471614128334e-120
"TP53INP1",6.61865505800368e-125,-1.186946131226,0.032,0.156,1.37204719352416e-120
"IGLV2-8",1.26468779328586e-124,-9.86714042236363,0,0.078,2.62169779548159e-120
"SFTPB",1.28188857054859e-124,3.23710898775834,0.347,0.191,2.65735500674723e-120
"MGST1",2.37143546647457e-124,2.17673550934207,0.347,0.188,4.91598572200178e-120
"SLC34A2",8.49549120565228e-124,2.56697165911021,0.159,0.03,1.76111532693172e-119
"TOR3A",1.13461556095913e-123,-0.866102419169386,0.071,0.228,2.35205805786828e-119
"IGHV5-51",1.78061755890864e-123,-8.17157190232905,0,0.078,3.69122019961761e-119
"ATF5",2.19003532277647e-123,-1.51845559001886,0.047,0.182,4.53994322411563e-119
"KRT19",2.79098717433848e-123,2.97599492155316,0.174,0.04,5.78571641240366e-119
"HLA-DOB",5.51156684760355e-123,-3.62314860409637,0.005,0.093,1.14254780750822e-118
"TAGAP",9.94069167050346e-123,-0.201571074927339,0.089,0.263,2.06070538329537e-118
"CLIC3",2.92740372579192e-122,3.37752138380283,0.148,0.025,6.06850792356664e-118
"SDR16C5",4.22003009486429e-122,3.71124193073025,0.127,0.014,8.74812238665367e-118
"CPNE5",4.27093976442229e-122,-3.7510234122723,0.003,0.085,8.8536581316474e-118
"CCNL1",6.01066911579299e-122,1.05315450128716,0.635,0.603,1.24601170770389e-117
"ARSA",7.3441519658158e-122,-0.964016473652979,0.063,0.211,1.52244270251362e-117
"EGFL7",4.69859632969723e-121,2.68846725051366,0.251,0.099,9.74019019146236e-117
"MT-ND4L",7.5552658230635e-121,-0.542690053010802,0.375,0.644,1.56620660512106e-116
"DNPH1",1.11040342647945e-120,-0.887735909274025,0.138,0.328,2.3018663030919e-116
"C8orf4",1.83317727391864e-120,1.77290787058837,0.294,0.129,3.80017648883335e-116
"PSMD9",4.18471951913369e-120,-0.938293990488717,0.071,0.224,8.67492356316413e-116
"EFHD2",4.58598629846529e-120,-0.84838928104601,0.182,0.381,9.50674959671854e-116
"RPL5",7.38497816560085e-120,0.369996071930039,0.931,0.956,1.53090597372906e-115
"IGHV3-72",7.6393745627603e-120,-10.0782731751331,0,0.075,1.58364234686021e-115
"IGHV4-34",8.88121827838601e-120,-4.68550390662622,0.002,0.082,1.84107654910942e-115
"VAT1",1.20483674439062e-119,-0.953163717600832,0.14,0.324,2.49762657112175e-115
"GATA2",3.61870658898887e-119,3.39153317983059,0.143,0.024,7.50157875897393e-115
"CCDC167",6.05647265910664e-119,-0.840337029342662,0.076,0.232,1.25550678223281e-114
"CAST",6.79963221389376e-119,1.42900514074169,0.475,0.35,1.40956375794018e-114
"CHST2",8.2938654193827e-119,-0.914042061067552,0.023,0.134,1.71931830143803e-114
"FXYD3",2.21150518192773e-118,2.67538075072051,0.15,0.027,4.58445024213618e-114
"MT1F",2.29237940123258e-118,-1.54662872143812,0.055,0.191,4.75210249875513e-114
"PSAP",2.91836959634065e-118,-0.881792199999682,0.764,0.905,6.04978017321416e-114
"SUSD2",3.62640325655948e-118,4.12594192590975,0.119,0.012,7.5175339508478e-114
"FAM46C",5.14533929127815e-118,-0.55747762151417,0.059,0.202,1.06662883508196e-113
"MIR4435-2HG",7.2546289113643e-118,-1.12377414255204,0.07,0.22,1.50388457332582e-113
"CDKN1A",4.88760347819144e-117,-0.479727022964496,0.368,0.643,1.01320020102909e-112
"RAB30",1.04828836703372e-116,-1.30484584771648,0.021,0.127,2.1731017848609e-112
"GTF3C6",3.19581124890556e-116,-0.778630300931031,0.217,0.431,6.62491671898123e-112
"CALR",4.51928601445302e-116,-0.510579132450371,0.491,0.763,9.3684799079611e-112
"SRSF2",1.33843996868637e-115,-0.491944908562128,0.404,0.689,2.77458605508684e-111
"CREB3L2",2.67490517593075e-115,-0.665656396411847,0.085,0.246,5.54507842970445e-111
"MARCKSL1",4.37666764546395e-115,-1.01466436617526,0.116,0.29,9.07283202904677e-111
"PEA15",4.87878504469144e-115,-0.780068297007029,0.123,0.303,1.01137213976454e-110
"MT-ND4",5.33835239649814e-115,0.362821684189186,0.992,0.986,1.10664045179406e-110
"LDHA",6.55536209097176e-115,-0.688012328450669,0.583,0.806,1.35892656145845e-110
"HSP90AA1",6.71238552803998e-115,-0.454658805474944,0.918,0.978,1.39147751996269e-110
"ADH1B",1.0151508019264e-114,3.91839943639484,0.152,0.032,2.10440761239343e-110
"PRELP",1.12987467335543e-114,4.66424718866555,0.131,0.02,2.3422301978658e-110
"COL15A1",1.65069999490777e-114,-3.62848786919137,0.009,0.097,3.42190108944381e-110
"PRDM1",1.2991050850023e-113,-0.229218513623806,0.103,0.279,2.69304484120976e-109
"SLC1A4",2.07677934675263e-113,-1.74675287657877,0.018,0.117,4.30516358581821e-109
"IGKV2D-28",2.73918034356706e-113,-9.55105694117833,0,0.071,5.67832085221451e-109
"CYBB",1.68780251905081e-112,-0.779199794392059,0.178,0.369,3.49881462199233e-108
"RPL32",2.43330761202339e-112,0.332677153182317,0.992,0.995,5.04424667972449e-108
"RPS26",3.25519957697176e-112,0.733932418874604,0.851,0.905,6.74802872306246e-108
"SPATS2",7.95970883556128e-112,-0.793221208049305,0.044,0.171,1.65004764161185e-107
"RPS27",2.11489422471421e-111,0.270008855034175,0.997,0.997,4.38417572783257e-107
"FPR3",1.06670774249166e-110,-1.46692960902316,0.052,0.179,2.21128515018521e-106
"PPIF",1.9016705634948e-110,-0.817406446838038,0.119,0.289,3.94216307812472e-106
"MSLN",3.13622905683148e-110,5.59823628837115,0.099,0.005,6.50140283481167e-106
"SRPRB",3.56629427844777e-110,-0.587962555817884,0.091,0.252,7.39292803922224e-106
"TXNIP",3.74284942987787e-110,0.81344374050668,0.797,0.837,7.75892686813682e-106
"FAM92B",5.1514391841433e-110,-2.92657728084912,0.003,0.078,1.06789334287291e-105
"RPS16",7.81997212083704e-110,0.341575932387221,0.98,0.986,1.62108022064952e-105
"IGKV1-17",1.00788461353384e-109,-10.2354702346245,0,0.069,2.08934480385564e-105
"MYLK",1.28984214648983e-109,2.33370188331593,0.182,0.052,2.67384276967341e-105
"PDIA6",2.24566953511669e-109,-0.447458132080709,0.414,0.693,4.65527294629689e-105
"ELF3",3.05781224913044e-109,3.09293046668287,0.143,0.028,6.3388447924474e-105
"RPL7",5.11662335897744e-109,0.34244473072277,0.983,0.993,1.06067602231602e-104
"TSHZ2",5.36931509098177e-109,-1.83024601349641,0.021,0.12,1.11305901836052e-104
"FOXF1",7.63889814105238e-109,3.53934055145575,0.122,0.017,1.58354358464016e-104
"HLA-A",1.018634561729e-108,-0.306739945143726,0.856,0.971,2.11162944646422e-104
"GLA",1.49397666681301e-108,-0.961312826994853,0.093,0.246,3.09701363030337e-104
"IGKV3-11",3.40729831060892e-108,-4.13370918769563,0.002,0.073,7.06332939789229e-104
"G0S2",9.10572546310798e-108,-1.22580137337499,0.186,0.368,1.88761688850229e-103
"RPL24",1.14079730115818e-107,0.339476159665403,0.952,0.973,2.3648728053009e-103
"IGLV1-47",1.30046563078072e-107,-4.08353337400058,0.001,0.071,2.69586525260843e-103
"C16orf89",4.55098221112597e-107,2.93430074565719,0.13,0.022,9.43418612366413e-103
"CAV1",5.95251142356773e-107,1.91259911981294,0.406,0.263,1.23395561810559e-102
"FCRLA",9.32920666849979e-107,-9.26320331473441,0,0.067,1.93394454238001e-102
"ZNF385D",1.19793733540918e-106,-3.77314045731786,0.007,0.086,2.48332409630323e-102
"NUCKS1",1.27554645015292e-106,1.35422629074019,0.464,0.34,2.644207791167e-102
"ADAM8",1.31433036493318e-106,-1.98227658105966,0.018,0.113,2.72460684650647e-102
"LITAF",2.32465949353875e-106,-0.649935406582475,0.45,0.685,4.81901913010583e-102
"MLPH",2.35050568390723e-106,2.88924332094005,0.129,0.021,4.8725982827397e-102
"MACROD2",2.38069952283561e-106,4.66037365901164,0.097,0.006,4.93519011083822e-102
"USF2",3.63684349430807e-106,-0.716989711167369,0.114,0.281,7.53917656370062e-102
"CD53",5.51490166421987e-106,-0.45746513264891,0.294,0.55,1.14323911499278e-101
"RELB",1.03826063224855e-105,-0.988920030899356,0.045,0.166,2.15231429065124e-101
"CTHRC1",1.15146804406109e-105,-3.38142664207624,0.007,0.085,2.38699325533864e-101
"ANAPC16",1.38402575825295e-105,0.957723563464982,0.6,0.572,2.86908539685836e-101
"BLNK",1.43339736661388e-105,-1.78552772064866,0.018,0.112,2.97143274099058e-101
"TXNL4A",6.87287471655948e-105,-0.582315291544149,0.158,0.35,1.42474692874278e-100
"PLIN2",8.3118628102913e-105,-0.926835017838965,0.429,0.623,1.72304916057339e-100
"HSD17B6",1.31398865394602e-104,4.81722933978131,0.1,0.008,2.7238984796301e-100
"IFITM3",1.35564849485115e-104,0.927637771538151,0.732,0.62,2.81025932982642e-100
"C17orf62",1.38195512640479e-104,-0.539621809434848,0.108,0.276,2.86479297703713e-100
"NR4A1",3.68073509132502e-104,-0.376896586584544,0.392,0.669,7.63016384431677e-100
"RIPK2",4.19156264306461e-104,-0.873260084625969,0.169,0.347,8.68910935907294e-100
"CEBPB",4.92709752864911e-104,-0.732801032476549,0.58,0.762,1.02138731768896e-99
"MT-ND2",6.24182210164642e-104,0.309159582736809,0.983,0.981,1.2939297216713e-99
"CLDN4",6.72087907793819e-104,2.9273629289198,0.13,0.023,1.39323823285659e-99
"RPL18",9.25480283913462e-104,0.321396240563993,0.969,0.983,1.91852062855261e-99
"DUOX1",9.63830765139215e-104,3.71101589982691,0.115,0.016,1.99802117613359e-99
"KRT7",1.62655550918013e-103,3.72336842462004,0.144,0.031,3.37184957053042e-99
"RP5-839B4.8",1.63440876135963e-103,4.03952093178249,0.106,0.011,3.38812936229851e-99
"CD19",2.70512700809714e-103,-3.41335409793509,0.002,0.072,5.60772828778536e-99
"HPGD",2.94068416501652e-103,2.28694145908798,0.242,0.104,6.09603827407924e-99
"HSD3B7",3.58226638359877e-103,-1.82808615448088,0.047,0.163,7.42603821320025e-99
"KIAA0125",4.00517558557797e-103,-3.55787594236503,0.004,0.075,8.30272898890314e-99
"IGLL5",4.62227984014849e-103,-3.98896448065505,0.002,0.069,9.58198610862782e-99
"LRRC59",9.47910963053902e-103,-0.556462928817401,0.154,0.342,1.96501942641074e-98
"ARGLU1",9.84810342587161e-103,1.59488770644138,0.447,0.332,2.04151184018318e-98
"EAF2",9.99581052882296e-103,-0.935428775527111,0.046,0.167,2.072131522625e-98
"C12orf45",1.45545068461755e-102,-0.952723249547853,0.069,0.206,3.01714926921218e-98
"AGR3",2.12178355003363e-102,2.38796504099217,0.131,0.024,4.39845729921972e-98
"ATOX1",2.90037225782071e-102,-0.668835301862406,0.365,0.603,6.01247169046233e-98
"CCNI",6.76341691854305e-102,0.737669077336143,0.707,0.733,1.40205632721397e-97
"RNASEK",7.7494247865463e-102,-1.10237617797482,0.065,0.195,1.60645575825105e-97
"SCN7A",1.16994916468364e-101,5.57220155160028,0.104,0.011,2.42530461838919e-97
"CCDC109B",1.25762162925292e-101,-0.915235823965048,0.151,0.322,2.6070496374413e-97
"IGKV1-9",1.98560634307438e-101,-9.83905383514258,0,0.063,4.1161619491932e-97
"AKR1C3",2.35322459447998e-101,2.56358715751683,0.214,0.083,4.87823458435699e-97
"ANPEP",2.55035521216573e-101,-1.17258004613631,0.09,0.232,5.28688635481956e-97
"SPCS3",3.36539160692832e-101,-0.392829216700692,0.285,0.533,6.9764568011624e-97
"IFI6",6.64035805681197e-101,-0.817315281189276,0.267,0.466,1.37654622517712e-96
"CCL14",7.65062675484594e-101,-2.99069454648517,0.013,0.097,1.58597492627956e-96
"PIM3",1.28715161572505e-100,-0.508112998837784,0.244,0.465,2.66826529939803e-96
"PGAM1",1.94028374101977e-100,-0.534260003640234,0.338,0.578,4.02220819513398e-96
"TPP1",3.49828978398789e-100,-0.662929741877121,0.255,0.458,7.25195472220689e-96
"TOMM5",4.22683119772993e-100,-0.862234588993609,0.102,0.255,8.76222107289415e-96
"IGLV3-21",5.67222062304857e-100,-4.9861625893328,0.001,0.064,1.17585133515797e-95
"CAV2",8.53042963226909e-100,2.05424652167568,0.266,0.127,1.76835806276938e-95
"EMP3",1.15398083550494e-99,-0.916656904534344,0.559,0.748,2.39220227200175e-95
"LGALS3",1.27821116358254e-99,-0.940166369048062,0.526,0.698,2.64973174210661e-95
"GLIPR2",3.10506416868034e-99,-0.889430808989859,0.209,0.393,6.43679802167434e-95
"SYNE1",4.74813579814696e-99,2.70870140705367,0.199,0.074,9.84288550955866e-95
"STXBP6",6.34595597407268e-99,3.45424450253949,0.126,0.023,1.31551667342527e-94
"ICAM3",1.11229090315076e-98,-0.333277647917704,0.098,0.255,2.30577904223152e-94
"PLS3",1.17450535341658e-98,2.19895286727637,0.209,0.08,2.43474959763257e-94
"EPCAM",1.49642542882985e-98,3.12696004207834,0.117,0.018,3.10208991396428e-94
"CKB",1.56343322597758e-98,2.43203818108577,0.172,0.053,3.24099707745152e-94
"RPL19",2.59766037601982e-98,0.260903376816455,0.985,0.988,5.38494995948909e-94
"LRRK2",4.49132809275098e-98,2.6567758939841,0.149,0.037,9.31052313627277e-94
"CXXC5",5.14787220019808e-98,-1.04699972403344,0.057,0.181,1.06715390710106e-93
"WIF1",6.13231389624486e-98,3.73790578193474,0.103,0.011,1.27122867069156e-93
"LGALS9",6.79489027590347e-98,-0.791273479440829,0.175,0.354,1.40858075419479e-93
"NFKBIE",7.51612141856595e-98,-1.00848460666818,0.065,0.194,1.55809197006872e-93
"TMEM125",9.80960292164801e-98,3.4014992029467,0.115,0.018,2.03353068565763e-93
"LGMN",1.24501510839668e-97,-1.42370160904238,0.206,0.377,2.58091631970633e-93
"ANKRD37",1.51507545308683e-97,-0.751937160026585,0.09,0.237,3.14075141424901e-93
"MGAT1",2.18844540239239e-97,-0.543857437318974,0.352,0.593,4.53664731915942e-93
"ARHGAP29",2.41717562147794e-97,2.29127686934465,0.229,0.098,5.01080506332376e-93
"GSTA4",2.66033753123771e-97,3.2336005393308,0.121,0.021,5.51487970225578e-93
"CCL4L2",3.24668973906966e-97,-0.12087897542763,0.099,0.247,6.73038782909141e-93
"GNL3",4.20315216929389e-97,-0.413150896748651,0.127,0.298,8.71313444694624e-93
"H1FX",6.14378162070826e-97,-0.587355304404814,0.177,0.366,1.27360592997282e-92
"MPP1",6.26224496806266e-97,-1.08679259282867,0.124,0.276,1.29816338187939e-92
"CLDN7",7.15469759611766e-97,2.73562012726592,0.144,0.034,1.48316881167519e-92
"FIBIN",7.69959291063157e-97,5.39952752708088,0.09,0.006,1.59612561037392e-92
"ABHD12",7.75424394216329e-97,-1.01378992132127,0.097,0.241,1.60745476921045e-92
"PSMB10",9.56771956772669e-97,-0.846279056319972,0.1,0.247,1.98338826638974e-92
"LY9",1.1906559425909e-96,-1.88670327489395,0.009,0.085,2.46822976899094e-92
"TMEM38B",2.76933296300585e-96,-1.3419530133258,0.049,0.164,5.74082723231113e-92
"RP11-1070N10.3",3.59754073789392e-96,-5.08477178216014,0.001,0.063,7.45770194965411e-92
"GRK6",3.77759724438703e-96,-0.754198228942076,0.051,0.17,7.83095908761432e-92
"LY96",6.11901810099151e-96,-0.239416460419298,0.262,0.512,1.26847245233554e-91
"NKX2-1",8.90548385037897e-96,3.12076412239774,0.11,0.016,1.84610680218356e-91
"SON",1.44282240711333e-95,1.02512276825982,0.61,0.565,2.99097084994593e-91
"OTOA",1.87607366162986e-95,-2.12415156234724,0.03,0.127,3.88910070055871e-91
"SPARCL1",2.69043876136691e-95,2.0010151684735,0.432,0.313,5.5772795523136e-91
"DNAJB11",2.84413573771719e-95,-0.39417433460604,0.202,0.409,5.89589338428774e-91
"HSD17B11",5.72489021177619e-95,1.40703966411519,0.44,0.339,1.1867697409012e-90
"ST14",8.43135704505827e-95,-1.47981165049882,0.04,0.147,1.74782031544058e-90
"CYR61",8.87061720503364e-95,2.62658899129495,0.274,0.136,1.83887894660347e-90
"AKR1A1",9.75397566433127e-95,-0.450731130828106,0.272,0.504,2.02199915521587e-90
"IGLV2-11",1.21483493764594e-94,-9.95060562564782,0,0.059,2.51835282574003e-90
"ID3",1.2677245374846e-94,1.50508393956283,0.398,0.263,2.62799296620557e-90
"CD180",1.89856330602032e-94,-2.05641296769682,0.015,0.097,3.93572173338013e-90
"RAN",2.07003169088323e-94,-0.512566547912257,0.516,0.759,4.29117569520094e-90
"POU2F2",3.4709475154688e-94,-0.840258106401528,0.034,0.138,7.19527419956683e-90
"SYVN1",7.36721271139236e-94,-0.794441058502783,0.035,0.139,1.52722319507164e-89
"ZNF385B",8.37134652142261e-94,4.48313026761434,0.089,0.006,1.73538013389091e-89
"MYL12B",8.61792271029718e-94,0.67549518682958,0.802,0.77,1.7864953778446e-89
"SRGN",1.01027869911082e-93,-0.470267124145671,0.7,0.934,2.09430774325674e-89
"RPL9",1.5133671756926e-93,0.282906331474134,0.979,0.986,3.13721015521077e-89
"UPP1",2.37752249066167e-93,-0.671830395942417,0.313,0.511,4.92860412314164e-89
"MT-ATP8",3.39700049678165e-93,-1.91027816350643,0.018,0.103,7.04198202982837e-89
"GMPPB",4.48959693821859e-93,-0.823545032187267,0.052,0.169,9.30693445292713e-89
"RBP4",4.5542236988542e-93,4.28542210575646,0.098,0.011,9.44090572772477e-89
"APOC4-APOC2",5.06387087861641e-93,-7.56626243211067,0.001,0.06,1.04974043313718e-88
"NGFRAP1",5.67624483242738e-93,1.61106605039369,0.337,0.204,1.17668555376219e-88
"SBDS",9.37882521048406e-93,1.28327571353102,0.484,0.396,1.94423046613334e-88
"KLHL6",9.55342289351035e-93,-1.2606087449197,0.037,0.141,1.9804245658247e-88
"SDS",1.35081752273303e-92,-2.06484354864235,0.031,0.128,2.80024472462556e-88
"ZBTB16",8.39160599557403e-92,1.76103167139436,0.278,0.144,1.7395799228825e-87
"MBIP",1.01738928508273e-91,2.40772015359479,0.187,0.069,2.1090479879765e-87
"NDUFA13",1.05454713778669e-91,-0.40359444312254,0.446,0.72,2.1860762166318e-87
"OCLN",1.32793785633377e-91,4.32672368773584,0.089,0.007,2.75281517617989e-87
"SLAMF8",2.71733506578391e-91,-1.65018225580061,0.042,0.145,5.63303559137005e-87
"CIRBP",2.72628799472793e-91,0.673402467907755,0.735,0.789,5.65159501307099e-87
"MATK",3.5176568937138e-91,-1.07972764665188,0.041,0.148,7.29210274066871e-87
"GTF3A",3.89301859802678e-91,-0.350897538631623,0.281,0.521,8.07022755370951e-87
"RP11-598F7.3",4.38550086117854e-91,3.70567575139517,0.121,0.024,9.09114328522311e-87
"FOSB",4.40006850273491e-91,-0.249122789961292,0.56,0.833,9.12134200616946e-87
"CD151",5.96368520671411e-91,1.4401060283603,0.439,0.318,1.23627194335184e-86
"SHMT2",6.23820208458391e-91,-0.613547666184204,0.069,0.198,1.29317929213424e-86
"PTGER2",1.02878256497606e-90,-0.775444130406091,0.053,0.169,2.13266625719538e-86
"LGALS3BP",1.42378232955832e-90,1.53050040896533,0.274,0.136,2.95150076917441e-86
"DST",1.69644649974271e-90,2.51999988114429,0.202,0.08,3.51673359396663e-86
"TAGLN2",3.1232739159692e-90,-0.486702979752213,0.619,0.794,6.47454682780416e-86
"IGHV1-2",3.1457150883816e-90,-9.58717866812642,0,0.056,6.52106737821505e-86
"ACTN1",3.28898082903089e-90,-0.758264911921456,0.166,0.332,6.81805725858103e-86
"C19orf33",4.99708660286043e-90,2.89465601322577,0.118,0.023,1.03589605277297e-85
"ATP6V1F",1.01202701257283e-89,-0.745993296236239,0.532,0.712,2.09793199706348e-85
"CTSD",1.11513301843288e-89,-0.848092984896534,0.593,0.754,2.31167074721137e-85
"TACC2",1.35120987790481e-89,3.08189188149006,0.121,0.025,2.80105807689667e-85
"TNFRSF18",2.05216516042716e-89,-1.84269939999294,0.012,0.087,4.2541383775655e-85
"TAX1BP1",2.54542246620648e-89,1.15013428666051,0.513,0.446,5.27666077244604e-85
"ITGB2",2.64000870172084e-89,-0.619023872776091,0.26,0.451,5.4727380386673e-85
"IFITM1",2.90563249370452e-89,-1.62491940761216,0.035,0.134,6.02337615944946e-85
"ARFGAP3",4.41133477491838e-89,-0.421739923130076,0.138,0.306,9.1446969884058e-85
"TIFA",1.1413625306636e-88,-0.563952860308798,0.071,0.2,2.36604452606564e-84
"DUOXA1",1.84200056604157e-88,4.7646515333981,0.081,0.004,3.81846717340417e-84
"TMEM156",2.17638959918704e-88,-2.05724605477003,0.006,0.073,4.51165563911474e-84
"LIMA1",2.46858743534777e-88,2.37367659785159,0.203,0.084,5.11738175347592e-84
"MAN2B1",2.99191019020618e-88,-2.49119182198243,0.009,0.08,6.20222982429742e-84
"MAP2K2",3.17852208204103e-88,-0.764088203230558,0.076,0.205,6.58907627607106e-84
"RPS18",3.40193610676964e-88,0.225651139088302,0.997,0.997,7.05221354933347e-84
"NUTF2",3.4177223712184e-88,-0.61474623359265,0.178,0.353,7.08493847553574e-84
"CORO1C",4.48982260119331e-88,-0.785731237010806,0.204,0.376,9.30740225227374e-84
"SEPT6",4.86853278615967e-88,-0.580514772049552,0.082,0.216,1.0092468465709e-83
"CCL4",5.56474903486844e-88,0.400383245620938,0.173,0.349,1.15357247492823e-83
"RPS21",9.7086795025287e-88,0.278047457930146,0.871,0.89,2.0126092608742e-83
"AC069363.1",1.26093932706941e-87,-2.96627379050273,0.005,0.069,2.61392722501488e-83
"SEL1L3",1.37228390095543e-87,-1.00305327869811,0.043,0.148,2.8447445266806e-83
"IER3",1.55908064500695e-87,-0.826941551706902,0.335,0.515,3.23197417709942e-83
"TLR2",1.6700350285293e-87,-0.946900023202378,0.087,0.217,3.46198261414124e-83
"LINC01272",1.69854322495585e-87,-1.03924497865667,0.193,0.35,3.52108010533347e-83
"FGFR4",1.73989928569336e-87,5.96231655556429,0.076,0.003,3.60681121924234e-83
"ZC3H12A",1.99108382327239e-87,-0.660684229437461,0.113,0.263,4.12751676564367e-83
"RP5-940J5.9",2.35390489815267e-87,-3.56439014586821,0.005,0.069,4.87964485387049e-83
"PTP4A3",4.65048149977776e-87,-1.10379261719682,0.044,0.15,9.6404481490393e-83
"LDLRAD4",5.52786074487908e-87,-1.3884804919124,0.057,0.17,1.14592553241343e-82
